Adres,Cena,Powierzchnia,Forma własności,Liczba pokoi,Stan wykończenia,Piętro,Czynsz,Ogrzewanie,Rynek,Typ ogłoszeniodawcy,Rok budowy,Rodzaj zabudowy,Winda,Dzielnica,Cena [zł/m²],Balkon,Ogródek,Taras,Miejsce parkingowe/Garaż,Domofon/Wideofon,Teren zamknięty,Monitoring/Ochrona,pralka,lodówka,meble,telewizor,piekarnik,zmywarka,kuchenka,Klimatyzacja
"al. Aleja Polski Walczącej, Czerniaków, Mokotów, Warszawa, mazowieckie",860000.0,55.9,pełna własność,3,do remontu,7,812.0,miejskie,wtórny,biuro nieruchomości,1975,dom wolnostojący,1,Mokotów,15385.0,1,0,0,0,1,0,0,1,1,1,1,1,1,0,0
"ul. Minerska, Wawer, Wawer, Warszawa, mazowieckie",1050000.0,80.0,pełna własność,3,do zamieszkania,1,350.0,miejskie,wtórny,biuro nieruchomości,2007,apartamentowiec,0,Wawer,13125.0,1,1,0,1,1,0,0,1,1,1,1,1,1,0,0
"ul. Cieszyńska, Ksawerów, Mokotów, Warszawa, mazowieckie",919000.0,58.0,pełna własność,3,do remontu,10,480.0,miejskie,wtórny,biuro nieruchomości,1975,blok,1,Mokotów,15845.0,0,0,0,0,1,0,0,1,1,0,1,1,1,0,0
"ul. Korkowa, Marysin Wawerski, Wawer, Warszawa, mazowieckie",480000.0,24.5,spółdzielcze wł. prawo do lokalu,1,do remontu,0,500.0,miejskie,wtórny,biuro nieruchomości,1970,blok,0,Wawer,19592.0,0,0,0,0,1,0,0,1,1,1,0,1,0,0,0
"Grochów, Praga-Południe, Warszawa, mazowieckie",580000.0,48.0,pełna własność,3,do remontu,0,780.0,miejskie,wtórny,biuro nieruchomości,1970,blok,1,Praga-Południe,12083.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"Jeziorki Południowe, Ursynów, Warszawa, mazowieckie",699000.0,40.07,pełna własność,2,do zamieszkania,3,430.0,miejskie,wtórny,prywatny,2024,blok,1,Ursynów,17444.0,1,0,0,1,1,1,1,0,1,1,0,1,1,1,1
"ul. Cybernetyki, Służewiec, Mokotów, Warszawa, mazowieckie",1500000.0,76.11,pełna własność,3,do zamieszkania,6,1515.0,miejskie,wtórny,biuro nieruchomości,2011,blok,1,Mokotów,19708.0,1,0,0,1,1,0,1,0,0,1,0,0,0,0,1
"ul. Czorsztyńska, Koło, Wola, Warszawa, mazowieckie",490000.0,26.44,pełna własność,2,do wykończenia,2,465.0,miejskie,wtórny,biuro nieruchomości,1956,kamienica,0,Wola,18533.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"ul. Czorsztyńska, Koło, Wola, Warszawa, mazowieckie",490000.0,26.44,pełna własność,2,do wykończenia,2,465.0,miejskie,wtórny,biuro nieruchomości,1956,kamienica,0,Wola,18533.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"ul. Santocka, Augustówka, Mokotów, Warszawa, mazowieckie",1270000.0,67.01,pełna własność,3,do zamieszkania,1,790.0,miejskie,wtórny,biuro nieruchomości,2015,apartamentowiec,1,Mokotów,18952.0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1
"ul. Santocka, Augustówka, Mokotów, Warszawa, mazowieckie",1415000.0,74.59,pełna własność,4,do zamieszkania,2,1100.0,miejskie,wtórny,biuro nieruchomości,2021,apartamentowiec,1,Mokotów,18970.0,1,0,0,1,1,1,0,0,0,1,0,0,0,0,1
"ul. Antoniego Malczewskiego, Wierzbno, Mokotów, Warszawa, mazowieckie",677000.0,36.6,pełna własność,2,do wykończenia,3,700.0,miejskie,wtórny,biuro nieruchomości,1960,kamienica,0,Mokotów,18497.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"ul. Skarbka z Gór, Grodzisk, Białołęka, Warszawa, mazowieckie",512000.0,34.18,pełna własność,2,do zamieszkania,3,400.0,kotłownia,wtórny,prywatny,2018,blok,1,Białołęka,14980.0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
"ul. Przaśna, Żerań, Białołęka, Warszawa, mazowieckie",790000.0,50.0,pełna własność,3,do zamieszkania,0,600.0,miejskie,wtórny,prywatny,2016,blok,1,Białołęka,15800.0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0
"ul. Sarmacka, Błonia Wilanowskie, Wilanów, Warszawa, mazowieckie",1680000.0,79.0,pełna własność,3,do zamieszkania,2,1000.0,miejskie,wtórny,prywatny,2012,apartamentowiec,1,Wilanów,21266.0,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0
"Czechowice, Ursus, Warszawa, mazowieckie",1195000.0,78.0,pełna własność,3,do zamieszkania,5,590.0,gazowe,wtórny,biuro nieruchomości,2006,blok,1,Ursus,15321.0,0,0,0,1,1,0,1,0,1,1,0,1,1,1,0
"ul. Batalionów Chłopskich 77A, Chrzanów, Bemowo, Warszawa, mazowieckie",785000.0,43.47,pełna własność,2,do zamieszkania,1,800.0,miejskie,wtórny,prywatny,2015,blok,1,Bemowo,18058.0,1,0,0,1,1,0,0,1,1,1,0,0,1,1,0
"ul. Obrzeżna, Służew, Mokotów, Warszawa, mazowieckie",795000.0,52.71,pełna własność,2,do remontu,2,800.0,miejskie,wtórny,biuro nieruchomości,1960,kamienica,0,Mokotów,15083.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"ul. Okopowa, Nowolipki, Wola, Warszawa, mazowieckie",910000.0,47.0,pełna własność,3,do zamieszkania,2,750.0,miejskie,wtórny,biuro nieruchomości,1967,blok,1,Wola,19362.0,1,0,0,0,1,0,0,0,1,1,0,1,1,1,0
"ul. Chłodna, Mirów, Wola, Warszawa, mazowieckie",667000.0,26.4,pełna własność,2,do zamieszkania,8,650.0,miejskie,wtórny,biuro nieruchomości,1971,blok,1,Wola,25265.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ul. Leona Berensona, Grodzisk, Białołęka, Warszawa, mazowieckie",704000.0,66.0,pełna własność,3,do wykończenia,0,450.0,miejskie,pierwotny,biuro nieruchomości,2024,blok,1,Białołęka,10667.0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0
"ul. Wąwozowa, Kabaty, Ursynów, Warszawa, mazowieckie",899000.0,50.18,pełna własność,2,do zamieszkania,0,710.0,miejskie,wtórny,biuro nieruchomości,2005,blok,1,Ursynów,17916.0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0
"ul. Władysława Broniewskiego, Sady Żoliborskie, Żoliborz, Warszawa, mazowieckie",639000.0,42.0,spółdzielcze wł. prawo do lokalu,2,do wykończenia,2,893.0,miejskie,wtórny,biuro nieruchomości,1976,blok,1,Żoliborz,15214.0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0
"ul. św. Wincentego 114, Zacisze, Targówek, Warszawa, mazowieckie",930000.0,60.33,pełna własność,2,do zamieszkania,5,1000.0,miejskie,wtórny,biuro nieruchomości,2006,blok,1,Targówek,15415.0,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1
"ul. Lubiniecka, Grochów, Praga-Południe, Warszawa, mazowieckie",819900.0,61.35,pełna własność,3,do wykończenia,0,650.0,miejskie,wtórny,prywatny,2023,kamienica,1,Praga-Południe,13364.0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0
"ul. Jana Kazimierza, Odolany, Wola, Warszawa, mazowieckie",919000.0,45.0,pełna własność,2,do zamieszkania,2,736.0,miejskie,wtórny,biuro nieruchomości,2016,apartamentowiec,1,Wola,20422.0,1,0,0,1,1,0,1,1,1,1,0,0,0,0,0
"ul. Płocka, Młynów, Wola, Warszawa, mazowieckie",895000.0,54.27,pełna własność,2,do wykończenia,4,590.0,miejskie,wtórny,biuro nieruchomości,1952,kamienica,1,Wola,16492.0,0,0,0,1,1,0,0,1,1,0,0,0,0,1,0
"ul. Płocka, Młynów, Wola, Warszawa, mazowieckie",735000.0,39.0,pełna własność,1,do zamieszkania,4,800.0,miejskie,wtórny,biuro nieruchomości,1952,blok,1,Wola,18846.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"ul. Jana Szymczaka, Czyste, Wola, Warszawa, mazowieckie",858000.0,49.0,pełna własność,2,do zamieszkania,0,720.0,miejskie,wtórny,biuro nieruchomości,1952,blok,1,Wola,17510.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"ul. Grodkowska, Górce, Bemowo, Warszawa, mazowieckie",1400000.0,80.8,pełna własność,4,do zamieszkania,1,850.0,miejskie,wtórny,biuro nieruchomości,2020,apartamentowiec,1,Bemowo,17327.0,1,0,0,1,1,0,1,0,1,1,0,1,1,1,0
"al. Aleja Jerzego Waszyngtona, Kamionek, Praga-Południe, Warszawa, mazowieckie",629000.0,30.0,pełna własność,1,do zamieszkania,1,500.0,miejskie,wtórny,biuro nieruchomości,1981,blok,1,Praga-Południe,20967.0,1,0,0,0,1,0,1,1,1,1,0,1,0,0,0
"ul. Sozopolska, Stegny, Mokotów, Warszawa, mazowieckie",950000.0,67.4,pełna własność,4,do remontu,3,909.0,miejskie,wtórny,biuro nieruchomości,1976,dom wolnostojący,1,Mokotów,14095.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ul. Aluzyjna, Nowodwory, Białołęka, Warszawa, mazowieckie",600000.0,44.4,pełna własność,2,do zamieszkania,3,450.0,miejskie,wtórny,biuro nieruchomości,2007,szeregowiec,0,Białołęka,13514.0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"ul. Siedmiogrodzka 1a, Ulrychów, Wola, Warszawa, mazowieckie",1055000.0,37.6,pełna własność,2,do zamieszkania,4,500.0,miejskie,wtórny,prywatny,2017,blok,0,Wola,28059.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ul. Świętokrzyska, Śródmieście Północne, Śródmieście, Warszawa, mazowieckie",1400000.0,45.6,pełna własność,2,do zamieszkania,5,700.0,miejskie,wtórny,biuro nieruchomości,1960,kamienica,1,Śródmieście,30702.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ul. Koncertowa, Ursynów Północny, Ursynów, Warszawa, mazowieckie",890000.0,64.9,spółdzielcze wł. prawo do lokalu,3,do remontu,3,1000.0,miejskie,wtórny,biuro nieruchomości,1978,blok,1,Ursynów,13713.0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"ul. Niekłańska, Saska Kępa, Praga-Południe, Warszawa, mazowieckie",870000.0,48.0,pełna własność,2,do zamieszkania,0,620.0,miejskie,wtórny,biuro nieruchomości,1960,blok,0,Praga-Południe,18125.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ul. Gustawa Morcinka, Bemowo-Lotnisko, Bemowo, Warszawa, mazowieckie",1189000.0,64.26,pełna własność,4,do zamieszkania,0,990.0,miejskie,wtórny,biuro nieruchomości,2015,apartamentowiec,1,Bemowo,18503.0,1,0,0,1,1,1,1,0,1,0,0,1,1,1,0
"Okęcie, Włochy, Warszawa, mazowieckie",2080000.0,87.16,pełna własność,3,do zamieszkania,5,1430.0,miejskie,wtórny,biuro nieruchomości,2009,apartamentowiec,1,Włochy,23864.0,0,0,0,1,1,1,1,1,1,0,0,1,1,0,1
"ul. Wołoska, Stary Mokotów, Mokotów, Warszawa, mazowieckie",814000.0,36.0,pełna własność,2,do zamieszkania,3,530.0,miejskie,wtórny,biuro nieruchomości,1956,kamienica,0,Mokotów,22611.0,0,0,0,0,0,0,0,0,1,1,0,1,1,1,0
"ul. Starej Gruszy, Grodzisk, Białołęka, Warszawa, mazowieckie",1300000.0,77.26,pełna własność,3,do zamieszkania,0,900.0,inne,wtórny,biuro nieruchomości,2001,apartamentowiec,0,Białołęka,16826.0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0
"ul. Erazma z Zakroczymia, Tarchomin, Białołęka, Warszawa, mazowieckie",929000.0,63.6,pełna własność,4,do zamieszkania,1,1000.0,miejskie,wtórny,prywatny,1990,blok,1,Białołęka,14607.0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"ul. Łucka, Mirów, Wola, Warszawa, mazowieckie",2100000.0,105.2,pełna własność,3,do zamieszkania,4,1950.0,miejskie,wtórny,biuro nieruchomości,2010,apartamentowiec,0,Wola,19962.0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0
"ul. Myśliborska, Tarchomin, Białołęka, Warszawa, mazowieckie",884000.0,75.5,pełna własność,3,do zamieszkania,4,940.0,miejskie,wtórny,biuro nieruchomości,1997,blok,0,Białołęka,11709.0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0
"ul. Chłodna, Mirów, Wola, Warszawa, mazowieckie",999000.0,59.0,pełna własność,3,do zamieszkania,6,750.0,miejskie,wtórny,biuro nieruchomości,1970,blok,1,Wola,16932.0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
"Czyste, Wola, Warszawa, mazowieckie",1940000.0,70.0,pełna własność,3,do zamieszkania,3,1100.0,miejskie,wtórny,prywatny,2024,blok,1,Wola,27714.0,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1
"ul. Grójecka 194, Lutniowa, Harfowa, Szczęśliwice, Ochota, Warszawa, mazowieckie",1430000.0,47.8,pełna własność,2,do zamieszkania,10,850.0,miejskie,wtórny,prywatny,2011,apartamentowiec,1,Ochota,29916.0,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1
"ul. Józefa Lewartowskiego, Muranów, Śródmieście, Warszawa, mazowieckie",950000.0,49.52,pełna własność,2,do remontu,1,780.0,miejskie,wtórny,biuro nieruchomości,1958,kamienica,0,Śródmieście,19184.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"ul. Skarbka z Gór 41, Grodzisk, Białołęka, Warszawa, mazowieckie",688000.0,51.3,pełna własność,2,do zamieszkania,0,900.0,miejskie,wtórny,biuro nieruchomości,2011,blok,1,Białołęka,13411.0,1,0,0,1,1,1,0,0,1,1,0,1,1,0,1
"ul. Szegedyńska, Wrzeciono, Bielany, Warszawa, mazowieckie",449000.0,24.0,pełna własność,1,do zamieszkania,4,450.0,miejskie,wtórny,biuro nieruchomości,1968,blok,1,Bielany,18708.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Grodzisk, Białołęka, Warszawa, mazowieckie",780500.0,66.76,pełna własność,4,do wykończenia,1,500.0,miejskie,pierwotny,biuro nieruchomości,2024,blok,1,Białołęka,11691.0,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0
"ul. Szeligowska, Chrzanów, Bemowo, Warszawa, mazowieckie",973000.0,54.0,pełna własność,2,do wykończenia,3,806.0,miejskie,wtórny,biuro nieruchomości,2022,blok,1,Bemowo,18019.0,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0
"ul. Aluzyjna, Nowodwory, Białołęka, Warszawa, mazowieckie",640000.0,51.4,pełna własność,2,do zamieszkania,1,600.0,miejskie,wtórny,biuro nieruchomości,2003,blok,1,Białołęka,12451.0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0
"ul. Bruzdowa, Zawady, Wilanów, Warszawa, mazowieckie",655000.0,35.22,pełna własność,2,do zamieszkania,1,560.0,miejskie,wtórny,biuro nieruchomości,2015,blok,1,Wilanów,18597.0,1,0,0,1,0,0,0,1,1,1,1,1,1,1,0
"al. Aleja ""Solidarności"", Mirów, Wola, Warszawa, mazowieckie",759000.0,32.11,pełna własność,1,do zamieszkania,1,470.0,miejskie,wtórny,biuro nieruchomości,1955,kamienica,1,Wola,23637.0,0,0,0,1,1,0,1,1,1,1,0,0,0,1,0
"ul. Podwale, Stare Miasto, Śródmieście, Warszawa, mazowieckie",1099000.0,42.0,pełna własność,2,do zamieszkania,3,896.0,miejskie,wtórny,biuro nieruchomości,1954,kamienica,0,Śródmieście,26167.0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0
"ul. Przasnyska, Sady Żoliborskie, Żoliborz, Warszawa, mazowieckie",1695000.0,74.24,pełna własność,3,do zamieszkania,6,995.0,miejskie,wtórny,biuro nieruchomości,2013,apartamentowiec,1,Żoliborz,22831.0,1,0,0,1,0,0,0,1,1,1,0,1,1,1,1
"ul. Szeligowska, Jelonki Południowe, Bemowo, Warszawa, mazowieckie",2290000.0,115.11,pełna własność,5,do zamieszkania,6,1550.0,miejskie,wtórny,biuro nieruchomości,2019,apartamentowiec,1,Bemowo,19894.0,0,0,1,1,1,0,1,0,0,1,0,1,1,1,1
"ul. Krzyżówki, Żerań, Białołęka, Warszawa, mazowieckie",1199000.0,86.56,pełna własność,3,do zamieszkania,2,950.0,miejskie,wtórny,biuro nieruchomości,2009,blok,1,Białołęka,13852.0,1,0,0,1,1,1,1,1,1,1,0,1,1,0,0
"ul. Ryżowa, Skorosze, Ursus, Warszawa, mazowieckie",879000.0,60.68,pełna własność,3,do zamieszkania,2,880.0,inne,wtórny,biuro nieruchomości,2009,blok,1,Ursus,14486.0,1,0,0,1,1,1,1,1,1,1,1,1,1,1,0
"ul. Postępu, Służewiec, Mokotów, Warszawa, mazowieckie",1720000.0,92.81,pełna własność,4,do zamieszkania,1,1200.0,miejskie,wtórny,biuro nieruchomości,2013,apartamentowiec,1,Mokotów,18532.0,1,0,0,1,1,1,1,1,0,1,0,1,1,0,1
"ul. Dzieci Warszawy, Skorosze, Ursus, Warszawa, mazowieckie",1129000.0,73.0,pełna własność,3,do zamieszkania,8,1046.0,gazowe,wtórny,biuro nieruchomości,2006,blok,1,Ursus,15466.0,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1
"ul. Władysława Jagiełły, Niedźwiadek, Ursus, Warszawa, mazowieckie",899000.0,57.0,pełna własność,3,do zamieszkania,3,780.0,gazowe,wtórny,biuro nieruchomości,2020,blok,1,Ursus,15772.0,0,0,0,0,1,0,1,1,1,1,1,1,1,1,1
"ul. 1 Sierpnia, Okęcie, Włochy, Warszawa, mazowieckie",545000.0,36.6,spółdzielcze wł. prawo do lokalu,2,do remontu,4,922.0,miejskie,wtórny,biuro nieruchomości,1965,blok,0,Włochy,14891.0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0
"al. Aleja Prymasa Tysiąclecia, Odolany, Wola, Warszawa, mazowieckie",499000.0,20.97,pełna własność,1,do wykończenia,2,353.0,miejskie,wtórny,biuro nieruchomości,2019,kamienica,1,Wola,23796.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"ul. Marcina Kasprzaka, Czyste, Wola, Warszawa, mazowieckie",2290000.0,87.65,pełna własność,4,do zamieszkania,1,1280.0,miejskie,wtórny,biuro nieruchomości,2016,apartamentowiec,1,Wola,26127.0,0,0,0,1,1,0,1,1,1,1,1,1,1,1,1
"ul. Wilcza, Śródmieście Południowe, Śródmieście, Warszawa, mazowieckie",1357000.0,59.0,spółdzielcze wł. prawo do lokalu,2,do remontu,3,1100.0,miejskie,wtórny,biuro nieruchomości,1960,blok,1,Śródmieście,23000.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"ul. Antoniego Kocjana, Groty, Bemowo, Warszawa, mazowieckie",899000.0,51.95,pełna własność,2,do zamieszkania,4,630.0,miejskie,wtórny,biuro nieruchomości,2009,blok,1,Bemowo,17305.0,1,0,0,1,1,0,1,0,1,1,0,1,1,1,0
"ul. Antoniego Kocjana, Groty, Bemowo, Warszawa, mazowieckie",899000.0,51.95,pełna własność,2,do zamieszkania,4,630.0,miejskie,wtórny,biuro nieruchomości,2009,blok,1,Bemowo,17305.0,1,0,0,1,1,0,1,0,1,1,0,1,1,1,0
"ul. Chłodna, Mirów, Wola, Warszawa, mazowieckie",660000.0,26.4,pełna własność,2,do zamieszkania,7,660.0,miejskie,wtórny,biuro nieruchomości,1969,blok,1,Wola,25000.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"ul. Krasnobrodzka, Bródno-Podgrodzie, Targówek, Warszawa, mazowieckie",795000.0,57.3,pełna własność,3,do zamieszkania,9,820.0,miejskie,wtórny,biuro nieruchomości,1975,blok,1,Targówek,13874.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"al. Aleja Władysława Reymonta, Stare Bielany, Bielany, Warszawa, mazowieckie",619000.0,36.51,pełna własność,2,do remontu,3,450.0,miejskie,wtórny,biuro nieruchomości,1958,kamienica,0,Bielany,16954.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"ul. Poznańska, Śródmieście Południowe, Śródmieście, Warszawa, mazowieckie",990000.0,30.0,pełna własność,1,do zamieszkania,2,600.0,miejskie,wtórny,biuro nieruchomości,1921,kamienica,0,Śródmieście,33000.0,0,0,0,0,1,1,0,1,1,1,0,1,1,1,0
"ul. Łukowska, Gocławek, Praga-Południe, Warszawa, mazowieckie",860000.0,49.02,pełna własność,2,do zamieszkania,6,700.0,miejskie,wtórny,biuro nieruchomości,2010,apartamentowiec,1,Praga-Południe,17544.0,1,0,0,1,1,1,1,1,1,1,1,1,1,1,0
"ul. Ryżowa, Skorosze, Ursus, Warszawa, mazowieckie",990000.0,81.9,pełna własność,3,do zamieszkania,3,683.0,gazowe,wtórny,biuro nieruchomości,2011,blok,1,Ursus,12088.0,1,0,0,1,1,1,1,1,1,1,0,1,1,0,0
"ul. Marcina Kasprzaka, Czyste, Wola, Warszawa, mazowieckie",950000.0,36.0,pełna własność,2,do zamieszkania,10,860.0,miejskie,pierwotny,prywatny,2021,apartamentowiec,1,Wola,26389.0,1,0,0,0,0,0,0,1,1,1,1,1,1,1,1
"ul. Obrzeżna, Służew, Mokotów, Warszawa, mazowieckie",1800000.0,83.0,pełna własność,3,do zamieszkania,3,850.0,miejskie,wtórny,biuro nieruchomości,2010,apartamentowiec,1,Mokotów,21687.0,1,0,0,1,1,1,1,1,1,0,0,1,1,1,0
"ul. Powstańców Śląskich, Jelonki Północne, Bemowo, Warszawa, mazowieckie",1039000.0,48.49,pełna własność,2,do zamieszkania,4,800.0,miejskie,wtórny,biuro nieruchomości,2019,blok,1,Bemowo,21427.0,1,0,0,1,0,0,0,1,1,1,1,1,1,1,1
"Górce, Bemowo, Warszawa, mazowieckie",825000.0,41.0,pełna własność,2,do zamieszkania,4,700.0,miejskie,wtórny,biuro nieruchomości,2011,blok,1,Bemowo,20122.0,1,0,0,0,1,1,1,1,1,0,0,1,1,0,0
"Jelonki Północne, Bemowo, Warszawa, mazowieckie",930000.0,50.3,pełna własność,3,do zamieszkania,10,780.0,miejskie,wtórny,biuro nieruchomości,1978,blok,1,Bemowo,18489.0,0,0,0,0,1,0,0,1,1,1,0,1,1,0,0
"ul. Andrzeja Sołtana, Bemowo-Lotnisko, Bemowo, Warszawa, mazowieckie",729000.0,50.5,pełna własność,2,do zamieszkania,8,800.0,miejskie,wtórny,biuro nieruchomości,1980,blok,1,Bemowo,14436.0,1,0,0,0,1,0,1,1,1,1,0,1,1,0,0
"ul. Stanisława Kostki Potockiego, Wilanów Królewski, Wilanów, Warszawa, mazowieckie",995000.0,57.09,pełna własność,3,do zamieszkania,1,1300.0,miejskie,wtórny,biuro nieruchomości,2002,apartamentowiec,1,Wilanów,17429.0,1,0,1,1,1,1,1,1,1,1,0,1,1,1,0
"ul. Jeździecka, Górce, Bemowo, Warszawa, mazowieckie",639000.0,38.0,spółdzielcze wł. prawo do lokalu,1,do zamieszkania,5,600.0,miejskie,wtórny,biuro nieruchomości,1998,blok,0,Bemowo,16816.0,0,0,0,0,1,0,0,1,1,1,0,1,0,1,0
"ul. Czerniakowska, Czerniaków, Mokotów, Warszawa, mazowieckie",897000.0,58.7,pełna własność,4,do zamieszkania,10,950.0,miejskie,wtórny,biuro nieruchomości,1971,dom wolnostojący,1,Mokotów,15281.0,1,0,0,1,1,0,0,1,1,0,0,1,1,0,1
"ul. Żupnicza, Grochów, Praga-Południe, Warszawa, mazowieckie",1199000.0,76.49,pełna własność,3,do zamieszkania,1,895.0,miejskie,wtórny,biuro nieruchomości,2021,apartamentowiec,1,Praga-Południe,15675.0,1,0,0,1,1,1,1,1,1,1,0,1,1,0,1
"ul. Jana Kazimierza, Odolany, Wola, Warszawa, mazowieckie",1069000.0,61.07,pełna własność,3,do zamieszkania,1,1000.0,miejskie,wtórny,biuro nieruchomości,2016,apartamentowiec,1,Wola,17505.0,1,0,0,1,1,1,1,0,1,0,0,1,1,0,1
"Ulrychów, Wola, Warszawa, mazowieckie",728000.0,40.4,pełna własność,2,do remontu,2,600.0,miejskie,wtórny,prywatny,2013,blok,1,Wola,18020.0,1,0,0,1,1,0,0,1,0,0,0,0,0,1,0
"Stare Miasto, Śródmieście, Warszawa, mazowieckie",2200000.0,125.0,użytkowanie wieczyste / dzierżawa,3,do zamieszkania,3,1100.0,miejskie,wtórny,biuro nieruchomości,1956,kamienica,0,Śródmieście,17600.0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
"Nowe Włochy, Włochy, Warszawa, mazowieckie",795000.0,50.0,spółdzielcze wł. prawo do lokalu,2,do zamieszkania,4,850.0,miejskie,wtórny,biuro nieruchomości,2014,apartamentowiec,1,Włochy,15900.0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0
"ul. Krucza, Śródmieście Południowe, Śródmieście, Warszawa, mazowieckie",980000.0,47.63,pełna własność,2,do remontu,4,938.0,miejskie,wtórny,biuro nieruchomości,1961,blok,1,Śródmieście,20575.0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0
"ul. Kłobucka, Wyczółki, Ursynów, Warszawa, mazowieckie",900000.0,45.46,pełna własność,2,do zamieszkania,4,750.0,miejskie,wtórny,prywatny,2016,apartamentowiec,1,Ursynów,19798.0,1,0,0,1,1,1,0,1,1,1,1,1,0,1,0
"ul. Stefana Dembego, Kabaty, Ursynów, Warszawa, mazowieckie",1200000.0,90.08,pełna własność,3,do remontu,3,1500.0,miejskie,wtórny,biuro nieruchomości,1998,blok,0,Ursynów,13321.0,1,0,0,0,1,0,0,1,1,0,1,1,0,0,0
"ul. rtm. Witolda Pileckiego, Natolin, Ursynów, Warszawa, mazowieckie",665000.0,46.0,spółdzielcze wł. prawo do lokalu,2,do remontu,3,745.0,miejskie,wtórny,biuro nieruchomości,2000,blok,1,Ursynów,14457.0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0
"ul. Kolska, Powązki, Wola, Warszawa, mazowieckie",1289000.0,43.0,pełna własność,2,do zamieszkania,0,675.0,miejskie,wtórny,biuro nieruchomości,2019,apartamentowiec,1,Wola,29977.0,0,0,0,1,1,1,1,0,0,1,0,0,0,0,0
"ul. Kolska, Powązki, Wola, Warszawa, mazowieckie",1099000.0,43.5,pełna własność,2,do zamieszkania,0,675.0,miejskie,wtórny,biuro nieruchomości,2019,apartamentowiec,1,Wola,25264.0,0,0,0,1,1,1,1,0,0,1,0,0,0,0,0
"ul. Jana Kazimierza, Odolany, Wola, Warszawa, mazowieckie",1040000.0,57.1,pełna własność,2,do zamieszkania,2,530.0,miejskie,wtórny,biuro nieruchomości,2009,apartamentowiec,1,Wola,18214.0,1,0,0,1,1,0,0,1,1,1,0,1,1,1,0
"ul. Wrocławska, Bemowo-Lotnisko, Bemowo, Warszawa, mazowieckie",925000.0,80.4,spółdzielcze wł. prawo do lokalu,4,do zamieszkania,1,1150.0,miejskie,wtórny,biuro nieruchomości,1994,blok,0,Bemowo,11505.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Wyględów, Mokotów, Warszawa, mazowieckie",1990000.0,61.5,pełna własność,3,do zamieszkania,4,600.0,miejskie,wtórny,biuro nieruchomości,2021,apartamentowiec,1,Mokotów,32358.0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0
