Adres,Cena,Powierzchnia,Forma własności,Liczba pokoi,Stan wykończenia,Piętro,Balkon / ogród / taras,Czynsz,Miejsce parkingowe,Ogrzewanie,Certyfikat energetyczny,Rynek,Typ ogłoszeniodawcy,Dostępne od,Rok budowy,Rodzaj zabudowy,Okna,Winda,Media,Zabezpieczenia,Wyposażenie,Informacje dodatkowe,Materiał budynku,Link
"Służew, Mokotów, Warszawa, mazowieckie",685 280 zł,"31,06 m²",pełna własność,2,do zamieszkania,8/10,balkon,470 zł,garaż/miejsce parkingowe,miejskie,A+,wtórny,prywatny,,1975.0,blok,plastikowe,tak,"telewizja kablowa, internet, telefon","domofon / wideofon, monitoring / ochrona","zmywarka, lodówka, meble, piekarnik, kuchenka, pralka","piwnica, oddzielna kuchnia",inny,https://www.otodom.pl/pl/oferta/po-remoncie-roi-7-8-mokotow-metro-uczelnie-ID4qYb5
"ul. Bobrowiecka, Sielce, Mokotów, Warszawa, mazowieckie",645 451 zł,"29,14 m²",pełna własność,2,do wykończenia,2/5,balkon,,garaż/miejsce parkingowe,,,,,,,,,,,,,,,https://www.otodom.pl/pl/oferta/2-pokojowe-mieszkanie-29m2-balkon-9-02m2-ID4rrKE
"ul. Bobrowiecka, Sielce, Mokotów, Warszawa, mazowieckie",870 098 zł,"39,64 m²",pełna własność,2,do wykończenia,2/5,balkon,,garaż/miejsce parkingowe,,,,,,,,,,,,,,,https://www.otodom.pl/pl/oferta/2-pokojowe-mieszkanie-39m2-balkon-6-62m2-ID4rrKm
"ul. Tadeusza Krępowieckiego, Ulrychów, Wola, Warszawa, mazowieckie",710 000 zł,42 m²,,2,do zamieszkania,6/10,balkon,800 zł,,miejskie,,wtórny,biuro nieruchomości,,1974.0,blok,,tak,"telewizja kablowa, internet, telefon","drzwi / okna antywłamaniowe, domofon / wideofon, monitoring / ochrona","zmywarka, lodówka, meble, piekarnik, kuchenka, pralka","klimatyzacja, piwnica, pom. użytkowe",wielka płyta,https://www.otodom.pl/pl/oferta/2-pokoje-wola-metro-ksiecia-janusza-ID4rrJS
"Górce, Bemowo, Warszawa, mazowieckie",1 199 000 zł,"61,53 m²",pełna własność,3,do zamieszkania,parter/5,"balkon, ogródek",850 zł,garaż/miejsce parkingowe,miejskie,,pierwotny,prywatny,,2023.0,blok,,tak,,,"zmywarka, lodówka, meble, piekarnik, kuchenka",klimatyzacja,,https://www.otodom.pl/pl/oferta/3-pokoje-ogrodek-wysoki-standard-2023-ID4ribn
"ul. Grochowska, Gocławek, Praga-Południe, Warszawa, mazowieckie",999 000 zł,"63,4 m²",pełna własność,2,do zamieszkania,2/5,"balkon, taras",1 250 zł,garaż/miejsce parkingowe,miejskie,,wtórny,biuro nieruchomości,2024-08-01,2011.0,apartamentowiec,,tak,"telefon, internet, telewizja kablowa","drzwi / okna antywłamaniowe, domofon / wideofon, teren zamknięty, monitoring / ochrona","meble, lodówka, pralka, zmywarka",,,https://www.otodom.pl/pl/oferta/z-widokiem-na-park-garderoba-taras-tramwaj-ID4roZt
"ul. Jana Olbrachta, Ulrychów, Wola, Warszawa, mazowieckie",599 000 zł,32 m²,pełna własność,1,do zamieszkania,1/5,,700 zł,garaż/miejsce parkingowe,miejskie,,wtórny,biuro nieruchomości,,2008.0,blok,,tak,"telewizja kablowa, internet, telefon","drzwi / okna antywłamaniowe, teren zamknięty, domofon / wideofon, monitoring / ochrona","zmywarka, lodówka, meble, piekarnik, kuchenka, telewizor, pralka",,cegła,https://www.otodom.pl/pl/oferta/duza-kawalerka-wola-cicha-okolica-ID4puEG
"ul. Tomasza Nocznickiego, Wawrzyszew, Bielany, Warszawa, mazowieckie",1 900 000 zł,83 m²,pełna własność,4,do zamieszkania,1/7,"balkon, taras",1 000 zł,garaż/miejsce parkingowe,miejskie,,wtórny,biuro nieruchomości,2024-07-01,,apartamentowiec,drewniane,tak,"telewizja kablowa, internet, telefon","system alarmowy, drzwi / okna antywłamaniowe, teren zamknięty, domofon / wideofon, monitoring / ochrona","zmywarka, lodówka, meble, piekarnik, kuchenka, telewizor, pralka","klimatyzacja, piwnica, pom. użytkowe",,https://www.otodom.pl/pl/oferta/4-pok-apartament-o-bardzo-wysokim-standardzie-ID4rkUA
"ul. Biograficzna, Młociny, Bielany, Warszawa, mazowieckie",1 100 000 zł,69 m²,,3,do zamieszkania,4/5,balkon,900 zł,garaż/miejsce parkingowe,miejskie,,wtórny,biuro nieruchomości,,2010.0,blok,plastikowe,tak,,"system alarmowy, domofon / wideofon, monitoring / ochrona","zmywarka, lodówka, meble, piekarnik, kuchenka, telewizor, pralka",pom. użytkowe,,https://www.otodom.pl/pl/oferta/mieszkanie-przy-parku-mlocinskim-ID4rnc8
"ul. Symboliczna, Odolany, Wola, Warszawa, mazowieckie",937 000 zł,"47,2 m²",pełna własność,2,do zamieszkania,3/8,balkon,870 zł,garaż/miejsce parkingowe,miejskie,A+,wtórny,prywatny,,2014.0,blok,plastikowe,tak,"telewizja kablowa, internet","drzwi / okna antywłamaniowe, teren zamknięty, domofon / wideofon, monitoring / ochrona","zmywarka, lodówka, meble, piekarnik, kuchenka, telewizor, pralka",pom. użytkowe,cegła,https://www.otodom.pl/pl/oferta/komfortowe-jasne-2-pokoje-47m2-garaz-komorka-wola-ID4r7pj
"Wiktoryn, Raków, Włochy, Warszawa, mazowieckie",960 000 zł,"55,22 m²",pełna własność,3,,7,balkon,,garaż/miejsce parkingowe,miejskie,,wtórny,biuro nieruchomości,,2023.0,apartamentowiec,plastikowe,tak,,"drzwi / okna antywłamaniowe, teren zamknięty, domofon / wideofon, monitoring / ochrona",meble,,,https://www.otodom.pl/pl/oferta/pakiet-dwoch-lokali-inwestycyjnych-w-modern-space-ID4rrHv
"ul. Ostrobramska, Grochów, Praga-Południe, Warszawa, mazowieckie",325 000 zł,22 m²,,1,,2/2,,,,,,pierwotny,biuro nieruchomości,,2023.0,kamienica,,nie,"telefon, internet, telewizja kablowa","domofon / wideofon, teren zamknięty",,,cegła,https://www.otodom.pl/pl/oferta/kawalerka-inwestycyjna-3-pak-oferta-dotyczy-z-ID4r2FV
"ul. Nowoursynowska, Ursynów-Centrum, Ursynów, Warszawa, mazowieckie",939 000 zł,"58,9 m²",pełna własność,2,do remontu,parter/3,ogródek,874 zł,garaż/miejsce parkingowe,,,wtórny,biuro nieruchomości,2024-04-25,2001.0,blok,plastikowe,tak,"telefon, internet, telewizja kablowa","domofon / wideofon, teren zamknięty, monitoring / ochrona",,,cegła,https://www.otodom.pl/pl/oferta/przestronne-dwupokojowe-mieszkanie-na-ursynowie-ID4qjEJ
"al. Aleja gen. Władysława Sikorskiego, Stegny, Mokotów, Warszawa, mazowieckie",1 100 000 zł,"70,19 m²",pełna własność,3,do wykończenia,1/7,,,garaż/miejsce parkingowe,miejskie,,wtórny,prywatny,,2012.0,blok,plastikowe,tak,"telewizja kablowa, internet","teren zamknięty, domofon / wideofon, monitoring / ochrona",,,żelbet,https://www.otodom.pl/pl/oferta/przestronne-3-pokoje-w-nowym-budownictwie-ID4r7qF
"ul. Stanisława Wojciechowskiego, Niedźwiadek, Ursus, Warszawa, mazowieckie",576 000 zł,48 m²,,2,do remontu,9,balkon,,,,,wtórny,prywatny,,,blok,plastikowe,tak,"telewizja kablowa, internet",domofon / wideofon,"lodówka, piekarnik, kuchenka",,,https://www.otodom.pl/pl/oferta/mieszkanie-w-ursusie-ID4rrH1
"ul. Krańcowa, Stare Włochy, Włochy, Warszawa, mazowieckie",1 400 000 zł,"56,34 m²",pełna własność,2,do zamieszkania,parter/4,"ogródek, taras",800 zł,garaż/miejsce parkingowe,miejskie,,wtórny,biuro nieruchomości,,2022.0,apartamentowiec,plastikowe,tak,"telewizja kablowa, internet",domofon / wideofon,"zmywarka, lodówka, meble, piekarnik, kuchenka, pralka",pom. użytkowe,inny,https://www.otodom.pl/pl/oferta/mieszkanie-wykonczone-w-nowoczesnym-minimalizmie-ID4noCp
"al. Aleje Jerozolimskie, Filtry, Ochota, Warszawa, mazowieckie",1 300 000 zł,"65,6 m²",pełna własność,2,do zamieszkania,4/4,,1 230 zł,,miejskie,W trakcie realizacji / Zwolnione,wtórny,biuro nieruchomości,,1900.0,kamienica,plastikowe,nie,"telewizja kablowa, internet, telefon","drzwi / okna antywłamaniowe, teren zamknięty, domofon / wideofon","zmywarka, lodówka, meble, piekarnik, kuchenka, telewizor, pralka","piwnica, oddzielna kuchnia",cegła,https://www.otodom.pl/pl/oferta/przedwojenna-kamienica-w-srodmiesciu-z-1900-roku-ID4rrGW
"al. Aleja Wilanowska, Błonia Wilanowskie, Wilanów, Warszawa, mazowieckie",2 090 000 zł,"117,45 m²",pełna własność,5,do zamieszkania,4/4,balkon,,,miejskie,,wtórny,biuro nieruchomości,,2006.0,blok,,tak,"telewizja kablowa, internet",monitoring / ochrona,,,,https://www.otodom.pl/pl/oferta/penthouse-z-tarasem-i-dwoma-balkonami-ac-ID4r0kA
"ul. Ogrodowa, Mirów, Wola, Warszawa, mazowieckie",659 000 zł,55 m²,pełna własność,2,do wykończenia,5/5,,700 zł,,miejskie,,wtórny,biuro nieruchomości,2024-07-10,1956.0,blok,,nie,,domofon / wideofon,"meble, piekarnik, kuchenka",oddzielna kuchnia,cegła,https://www.otodom.pl/pl/oferta/strych-zaadoptowany-na-mieszkanie-do-remontu-ID4rrGB
"ul. Zajęcza, Powiśle, Śródmieście, Warszawa, mazowieckie",1 150 000 zł,"51,32 m²",pełna własność,2,,1,balkon,600 zł,garaż/miejsce parkingowe,miejskie,W trakcie realizacji / Zwolnione,wtórny,prywatny,,,kamienica,plastikowe,nie,"telewizja kablowa, internet","teren zamknięty, domofon / wideofon, monitoring / ochrona",,"piwnica, oddzielna kuchnia",,https://www.otodom.pl/pl/oferta/powisle-mieszkanie-51-32m-w-kamienicy-na-zajeczej-ID4qqkU
"al. Aleja Prymasa Tysiąclecia, Odolany, Wola, Warszawa, mazowieckie",510 000 zł,21 m²,pełna własność,1,do zamieszkania,3/11,,400 zł,,miejskie,,wtórny,biuro nieruchomości,,,blok,plastikowe,tak,,"system alarmowy, teren zamknięty, domofon / wideofon, monitoring / ochrona","lodówka, meble, piekarnik, kuchenka, telewizor, pralka",,pustak,https://www.otodom.pl/pl/oferta/atrakcyjna-kawalerka-z-najemca-ID4rrGw
"ul. Międzynarodowa, Saska Kępa, Praga-Południe, Warszawa, mazowieckie",665 000 zł,38 m²,,2,,1/10,balkon,730 zł,,miejskie,,wtórny,biuro nieruchomości,,,blok,,tak,,,"lodówka, piekarnik, kuchenka, pralka",piwnica,wielka płyta,https://www.otodom.pl/pl/oferta/2-pokoje-38m2-saska-kepa-zielen-komunikacja-ID4rrFW
"Białołęka Dworska, Białołęka, Warszawa, mazowieckie",844 900 zł,"60,4 m²",pełna własność,3,do zamieszkania,3/3,balkon,1 200 zł,,miejskie,,wtórny,prywatny,,2000.0,blok,,nie,"telewizja kablowa, internet","teren zamknięty, domofon / wideofon, monitoring / ochrona","lodówka, meble, piekarnik, kuchenka",,cegła,https://www.otodom.pl/pl/oferta/3-pok-z-balkonem-przy-galerii-polnocnej-wykonczone-ID4rrFs
"Grochów, Praga-Południe, Warszawa, mazowieckie",1 538 000 zł,81 m²,pełna własność,4,,2/2,balkon,,,gazowe,,wtórny,biuro nieruchomości,,1930.0,kamienica,plastikowe,nie,,,,piwnica,cegła,https://www.otodom.pl/pl/oferta/zakochaj-sie-w-nowym-m4-w-kamienicy-ID4rrFL
"al. Aleja Wyzwolenia, Śródmieście Południowe, Śródmieście, Warszawa, mazowieckie",670 000 zł,"23,5 m²",pełna własność,1,,5/6,balkon,500 zł,,miejskie,,wtórny,biuro nieruchomości,,1950.0,kamienica,,tak,,,meble,piwnica,cegła,https://www.otodom.pl/pl/oferta/pl-zbawiciela-wysokie-310-balkon-winda-ciche-ID4rrxN
"ul. Krypska, Grochów, Praga-Południe, Warszawa, mazowieckie",860 000 zł,61 m²,pełna własność,2,do zamieszkania,5/5,balkon,900 zł,garaż/miejsce parkingowe,miejskie,W trakcie realizacji / Zwolnione,wtórny,biuro nieruchomości,,2000.0,blok,plastikowe,tak,,"domofon / wideofon, monitoring / ochrona",,oddzielna kuchnia,cegła,https://www.otodom.pl/pl/oferta/tylko-u-nas-mieszkanie-blisko-ronda-wiatraczna-ID4rmCs
"ul. Siedmiogrodzka, Czyste, Wola, Warszawa, mazowieckie",1 140 000 zł,38 m²,pełna własność,1,do zamieszkania,parter/5,"ogródek, taras",440 zł,garaż/miejsce parkingowe,miejskie,,wtórny,biuro nieruchomości,,2021.0,apartamentowiec,plastikowe,tak,"telewizja kablowa, internet, telefon","drzwi / okna antywłamaniowe, domofon / wideofon, monitoring / ochrona","zmywarka, lodówka, meble, piekarnik, kuchenka, pralka",,inny,https://www.otodom.pl/pl/oferta/apartament-z-ogrodkiem-12m2-antresola-w-centrum-ID4qSxM
"Pruszków, pruszkowski, mazowieckie",641 815 zł,"55,81 m²",,3,do wykończenia,1,,,,miejskie,,pierwotny,biuro nieruchomości,,,blok,,nie,,,,,,https://www.otodom.pl/pl/oferta/mieszkanie-3-pok-bezposrednio-ID4qMvf
"ul. Grzybowska 61, Mirów, Wola, Warszawa, mazowieckie",1 291 000 zł,"52,04 m²",pełna własność,2,,> 10/22,,,garaż/miejsce parkingowe,miejskie,,wtórny,prywatny,,,,,tak,"telewizja kablowa, internet","domofon / wideofon, monitoring / ochrona","zmywarka, lodówka, meble, kuchenka, telewizor, pralka",klimatyzacja,,https://www.otodom.pl/pl/oferta/apartament-po-remoncie-inwestycyjny-platinum-ID4rrEC
"ul. Jana Olbrachta, Ulrychów, Wola, Warszawa, mazowieckie",722 000 zł,45 m²,pełna własność,3,do remontu,parter/3,,685 zł,,,,wtórny,biuro nieruchomości,2024-07-08,,,,nie,,,meble,piwnica,,https://www.otodom.pl/pl/oferta/3-pokoje-oddzielna-widna-kuchnia-tuz-przy-metrze-ID4rrEo
"ul. Bitwy Warszawskiej 1920 r., Stara Ochota, Ochota, Warszawa, mazowieckie",440 000 zł,17 m²,pełna własność,1,do zamieszkania,1/7,,350 zł,,miejskie,,wtórny,biuro nieruchomości,2024-04-06,1956.0,kamienica,plastikowe,tak,"telewizja kablowa, internet, telefon","drzwi / okna antywłamaniowe, domofon / wideofon","lodówka, meble, kuchenka, pralka",piwnica,cegła,https://www.otodom.pl/pl/oferta/ochota-kawalerka-pewna-inwestycja-pod-wynajem-ID4pO0D
"ul. Cybernetyki 2, Służewiec, Mokotów, Warszawa, mazowieckie",830 000 zł,"36,7 m²",pełna własność,2,do zamieszkania,2/5,balkon,650 zł,,miejskie,A+,wtórny,prywatny,,2019.0,blok,plastikowe,nie,"telewizja kablowa, internet, telefon","drzwi / okna antywłamaniowe, teren zamknięty, domofon / wideofon, monitoring / ochrona","zmywarka, lodówka, meble, piekarnik, kuchenka, pralka",,,https://www.otodom.pl/pl/oferta/mieszkanie-2-pokojowe-37m-ul-cybernetyki-2-ID4ri95
"ul. Józefa Sowińskiego, Odolany, Wola, Warszawa, mazowieckie",1 194 000 zł,"56,86 m²",pełna własność,2,do zamieszkania,5/7,,680 zł,garaż/miejsce parkingowe,miejskie,,wtórny,biuro nieruchomości,,2014.0,apartamentowiec,,tak,"telefon, internet, telewizja kablowa","drzwi / okna antywłamaniowe, domofon / wideofon, rolety antywłamaniowe",meble,,cegła,https://www.otodom.pl/pl/oferta/z-widokiem-wykonczone-przestrzenne-ID4rrDH
"ul. Wołoska, Wierzbno, Mokotów, Warszawa, mazowieckie",2 200 000 zł,93 m²,pełna własność,4,do zamieszkania,4/5,balkon,1 500 zł,garaż/miejsce parkingowe,miejskie,,wtórny,prywatny,,,apartamentowiec,drewniane,tak,"telewizja kablowa, internet",monitoring / ochrona,,klimatyzacja,beton,https://www.otodom.pl/pl/oferta/nowy-4-pokojowy-apartament-mokotow-ID4r7nn
"ul. Marcina Kasprzaka, Odolany, Wola, Warszawa, mazowieckie",1 999 990 zł,"50,11 m²",,2,do zamieszkania,> 10/24,balkon,1 000 zł,garaż/miejsce parkingowe,inne,,wtórny,biuro nieruchomości,2024-04-15,2022.0,apartamentowiec,,tak,,"system alarmowy, drzwi / okna antywłamaniowe, domofon / wideofon, monitoring / ochrona",,klimatyzacja,inny,https://www.otodom.pl/pl/oferta/oczarowujacy-styl-i-harmonia-ID4q4Fc
"ul. Mołdawska, Rakowiec, Ochota, Warszawa, mazowieckie",629 000 zł,37 m²,,2,do zamieszkania,4/8,balkon,700 zł,,,,wtórny,biuro nieruchomości,2024-07-08,1970.0,,plastikowe,nie,,,meble,piwnica,,https://www.otodom.pl/pl/oferta/ochota-idealne-dla-pary-od-dzis-ID4rrDh
"ul. Klaudyny, Marymont-Kaskada, Bielany, Warszawa, mazowieckie",699 999 zł,"42,74 m²",spółdzielcze wł. prawo do lokalu,2,do zamieszkania,> 10/12,balkon,540 zł,,miejskie,W trakcie realizacji / Zwolnione,wtórny,biuro nieruchomości,,1979.0,blok,plastikowe,tak,"telewizja kablowa, internet","drzwi / okna antywłamaniowe, domofon / wideofon, rolety antywłamaniowe","lodówka, meble, kuchenka, telewizor, pralka",piwnica,,https://www.otodom.pl/pl/oferta/mieszkanie-2-pokojowe-z-pieknym-widokiem-metro-ID4rrCR
"ul. Stanisława Kierbedzia, Sielce, Mokotów, Warszawa, mazowieckie",Zapytaj o cenę,"34,19 m²",pełna własność,2,do wykończenia,parter/7,ogródek,,garaż/miejsce parkingowe,,,,,,,,,,,,,,,https://www.otodom.pl/pl/oferta/2-pokojowe-mieszkanie-34m2-ogrodek-ID4rrCG
"ul. Saska, Saska Kępa, Praga-Południe, Warszawa, mazowieckie",648 000 zł,30 m²,pełna własność,2,,3,,,,,,wtórny,biuro nieruchomości,,,blok,plastikowe,nie,,,"lodówka, meble, piekarnik, kuchenka, pralka",,,https://www.otodom.pl/pl/oferta/kawalerska-na-saskiej-kepie-ID4qJg4
"ul. Uroczysko, Zacisze, Targówek, Warszawa, mazowieckie",1 092 000 zł,93 m²,,4,do zamieszkania,parter/3,balkon,870 zł,garaż/miejsce parkingowe,inne,,wtórny,biuro nieruchomości,,1995.0,blok,,nie,,"domofon / wideofon, monitoring / ochrona",meble,pom. użytkowe,silikat,https://www.otodom.pl/pl/oferta/przestronne-mieszkanie-z-potencjalem-ID4qMsF
"ul. Marymoncka, Stare Bielany, Bielany, Warszawa, mazowieckie",649 000 zł,"47,58 m²",pełna własność,2,do remontu,1/4,,550 zł,,miejskie,W trakcie realizacji / Zwolnione,wtórny,biuro nieruchomości,,,kamienica,drewniane,nie,,,,,cegła,https://www.otodom.pl/pl/oferta/ciche-mieszkanie-blisko-metra-i-pietro-okazja-ID4qSLk
"ul. Stanisława Noakowskiego, Śródmieście Południowe, Śródmieście, Warszawa, mazowieckie",1 249 000 zł,48 m²,pełna własność,2,do zamieszkania,6/7,,730 zł,,miejskie,W trakcie realizacji / Zwolnione,wtórny,prywatny,,1910.0,kamienica,drewniane,tak,"telewizja kablowa, internet, telefon","teren zamknięty, domofon / wideofon, monitoring / ochrona","zmywarka, lodówka, piekarnik, kuchenka, pralka",,cegła,https://www.otodom.pl/pl/oferta/bezposrednio-2-pokoje-po-remoncie-kamienica-ID4qXj7
"ul. Fabryczna, Stara Miłosna, Wesoła, Warszawa, mazowieckie",909 000 zł,"80,84 m²",pełna własność,3,do wykończenia,parter/3,"balkon, ogródek, taras",,garaż/miejsce parkingowe,miejskie,,pierwotny,biuro nieruchomości,2024-02-14,2021.0,,,tak,"telewizja kablowa, internet, telefon","system alarmowy, domofon / wideofon, monitoring / ochrona",,klimatyzacja,,https://www.otodom.pl/pl/oferta/stara-milosna-z-ogrodkiem-garaz-podziemny-ID4pamJ
"ul. Ogrodowa, Mirów, Wola, Warszawa, mazowieckie",1 150 000 zł,60 m²,pełna własność,3,do zamieszkania,8/10,,590 zł,,,,wtórny,biuro nieruchomości,,1977.0,blok,plastikowe,tak,,,,piwnica,,https://www.otodom.pl/pl/oferta/3-pokoje-gotowe-do-zamieszkania-ID4rmu5
"ul. Wyspowa, Zacisze, Targówek, Warszawa, mazowieckie",799 000 zł,"57,31 m²",pełna własność,2,do zamieszkania,3/4,"taras, balkon",890 zł,garaż/miejsce parkingowe,miejskie,,wtórny,biuro nieruchomości,2024-08-01,2009.0,blok,plastikowe,tak,,"monitoring / ochrona, domofon / wideofon","meble, lodówka, piekarnik, zmywarka, kuchenka",,inny,https://www.otodom.pl/pl/oferta/dwupokojowe-mieszkanie-z-garazem-i-tarasem-ID4rohW
"ul. Talarowa, Tarchomin, Białołęka, Warszawa, mazowieckie",500 000 zł,"34,92 m²",pełna własność,2,,1/3,balkon,,garaż/miejsce parkingowe,,,wtórny,biuro nieruchomości,2024-07-08,2025.0,,,nie,,,,,,https://www.otodom.pl/pl/oferta/nova-talarowa-cesja-okazja-cenowa-ID4rrBu
"ul. Ryżowa, Skorosze, Ursus, Warszawa, mazowieckie",1 199 000 zł,72 m²,pełna własność,3,do zamieszkania,5/6,"balkon, taras",1 030 zł,garaż/miejsce parkingowe,gazowe,,wtórny,biuro nieruchomości,,2009.0,blok,plastikowe,tak,"telewizja kablowa, internet, telefon","drzwi / okna antywłamaniowe, teren zamknięty, domofon / wideofon, monitoring / ochrona","zmywarka, lodówka, meble, piekarnik, kuchenka, telewizor, pralka","klimatyzacja, piwnica, oddzielna kuchnia",cegła,https://www.otodom.pl/pl/oferta/3-pok-garderoba-taras-2-miejsca-post-klima-ID4riB7
"ul. Józefa Chełmońskiego, Skorosze, Ursus, Warszawa, mazowieckie",790 000 zł,46 m²,pełna własność,2,do zamieszkania,3/7,balkon,664 zł,garaż/miejsce parkingowe,miejskie,W trakcie realizacji / Zwolnione,wtórny,biuro nieruchomości,,2004.0,blok,plastikowe,tak,"telewizja kablowa, internet, telefon","drzwi / okna antywłamaniowe, teren zamknięty, domofon / wideofon, monitoring / ochrona","zmywarka, lodówka, meble, piekarnik, kuchenka, telewizor, pralka",,inny,https://www.otodom.pl/pl/oferta/2-pok-do-wprowadzenia-duzy-balkon-ursus-ID4rnvO
"Wyględów, Mokotów, Warszawa, mazowieckie",2 300 000 zł,81 m²,,3,,1/3,,,,,,wtórny,biuro nieruchomości,,2003.0,apartamentowiec,,tak,,,,,cegła,https://www.otodom.pl/pl/oferta/luksusowy-apartament-z-tarasem-ekopark-ID4rrAZ
"al. Aleja ""Solidarności"", Powiśle, Śródmieście, Warszawa, mazowieckie",499 000 zł,"27,13 m²",pełna własność,1,do zamieszkania,9/10,,550 zł,,miejskie,,wtórny,biuro nieruchomości,2024-07-08,1970.0,blok,plastikowe,tak,,domofon / wideofon,,,wielka płyta,https://www.otodom.pl/pl/oferta/kawalerka-z-super-widokiem-ID4rrAE
"ul. Ludwika Idzikowskiego, Czerniaków, Mokotów, Warszawa, mazowieckie",950 000 zł,51 m²,pełna własność,2,do zamieszkania,1/4,balkon,,,miejskie,B,wtórny,prywatny,,2010.0,blok,,tak,"telewizja kablowa, internet","teren zamknięty, monitoring / ochrona",,"klimatyzacja, oddzielna kuchnia",żelbet,https://www.otodom.pl/pl/oferta/mieszkanie-przy-parku-z-ogrodem-zimowym-ID4rrzV
"ul. Lazurowa 17B, Chrzanów, Bemowo, Warszawa, mazowieckie",799 000 zł,40 m²,pełna własność,2,do wykończenia,3/5,taras,,garaż/miejsce parkingowe,miejskie,A+,pierwotny,prywatny,,2024.0,blok,plastikowe,tak,,"drzwi / okna antywłamaniowe, domofon / wideofon, monitoring / ochrona",,,,https://www.otodom.pl/pl/oferta/okazja-bezposrednio-przy-metrze-chrzanow-ID4qdjK
"Czechowice, Ursus, Warszawa, mazowieckie",791 000 zł,61 m²,pełna własność,3,do wykończenia,1,balkon,,garaż/miejsce parkingowe,miejskie,,pierwotny,biuro nieruchomości,,,blok,plastikowe,tak,"telewizja kablowa, internet, telefon","drzwi / okna antywłamaniowe, teren zamknięty, domofon / wideofon, monitoring / ochrona, rolety antywłamaniowe",,pom. użytkowe,cegła,https://www.otodom.pl/pl/oferta/nowe-3-pokoje-dwustronne-garaz-wysoki-stan-ID4rrA1
"Rakowiec, Ochota, Warszawa, mazowieckie",639 000 zł,"38,5 m²",pełna własność,2,do zamieszkania,1/4,balkon,600 zł,garaż/miejsce parkingowe,miejskie,,wtórny,biuro nieruchomości,2024-07-01,1970.0,blok,,nie,,domofon / wideofon,,piwnica,wielka płyta,https://www.otodom.pl/pl/oferta/ochota-balkon-ciche-wum-ID4rcfj
